label,t_host_s,seq,rms,mad,peak,zcr,crest,mean,band0,band1,band2,band3,centroid,peakfreq,axis
wood,14.5708,1825,1834,1393,5509,17,300,13196,12891,1813,220,11,566,366,z
wood,14.6117,1826,4471,3468,11978,12,267,10941,26462,2825,261,9,468,366,z
wood,14.6527,1827,6485,5187,20332,12,313,11278,36053,8461,810,16,644,61,z
wood,14.6938,1828,8617,6799,30519,9,354,12325,44507,11685,1652,19,715,366,z
wood,14.7347,1829,6244,4420,22737,20,364,10030,19245,11591,2315,30,961,61,z
wood,14.7753,1830,5572,4451,14424,17,258,7499,23901,9778,921,18,768,61,z
wood,14.8165,1831,22715,19254,35949,5,158,3182,65535,11968,1818,446,555,61,z
wood,14.8577,1832,25061,21570,33858,9,135,1091,65535,18683,6847,3103,851,61,z
wood,14.8984,1833,26061,22544,37191,7,142,4424,65535,15637,4812,923,632,61,z
wood,14.9394,1834,22441,16893,39080,9,174,6313,58059,12085,2151,579,637,61,z
wood,14.9804,1835,22871,19141,33923,5,148,-1156,65535,7986,2626,1156,452,122,z
wood,15.0212,1836,24408,21287,34175,9,140,1408,65535,9990,4438,1064,588,61,z
carpet,0.0285,1841,13354,11043,25298,9,189,7469,63538,10197,973,77,500,122,z
carpet,0.0683,1842,13707,10963,30310,9,221,6865,47957,9271,1750,19,567,61,z
carpet,0.1094,1843,20147,16930,38243,4,189,8468,65535,11984,2063,566,450,122,z
carpet,0.1505,1844,24340,21040,44625,3,183,11858,65535,19139,3520,1250,574,122,z
carpet,0.1913,1845,18998,15056,40197,6,211,7430,65535,10951,1838,378,436,122,z
carpet,0.2322,1846,21991,19584,36005,3,163,3238,65535,8849,3262,912,486,122,z
carpet,0.2728,1847,9428,8136,22147,7,234,3112,40392,17520,3614,51,849,61,z
carpet,0.3141,1848,15442,11859,33144,6,214,10281,65535,19362,4515,575,700,61,z
carpet,0.3538,1849,889,758,2057,4,231,7995,3964,469,60,9,440,61,z
carpet,0.3946,1850,255,208,652,3,255,7858,708,207,42,9,768,61,z
carpet,0.4355,1851,244,219,489,0,200,8241,444,57,16,10,516,61,z
carpet,0.4762,1852,74,56,234,6,316,9012,356,47,18,10,657,61,z
carpet,0.5171,1853,47,40,113,5,240,9659,224,46,15,8,833,61,z
carpet,0.5582,1854,110,86,351,7,319,10429,310,101,22,9,853,61,z
carpet,0.5992,1855,190,138,654,5,344,10642,483,51,15,9,534,61,z
carpet,0.6413,1856,4245,3282,14167,29,333,9232,23853,19532,2078,18,1001,1160,z
carpet,0.6821,1857,4014,3038,13828,14,344,11595,15689,7688,477,15,786,122,z
carpet,0.7218,1858,337,267,714,1,211,9213,632,46,14,8,368,61,z
carpet,0.7628,1859,343,306,662,1,193,10432,515,40,13,6,379,61,z
carpet,0.8037,1860,479,388,1110,1,231,8974,573,41,14,9,408,61,z
carpet,0.8445,1861,106,87,235,6,221,11154,249,42,14,8,681,61,z
carpet,0.8857,1862,238,201,554,1,232,12763,309,42,15,10,648,61,z
carpet,0.9263,1863,76,67,170,2,223,13407,208,40,14,8,761,61,z
carpet,0.9674,1864,185,153,382,1,206,11898,223,51,14,8,737,61,z
carpet,1.0084,1865,347,315,641,2,184,11223,1520,42,15,8,282,61,z
carpet,1.0493,1866,348,315,554,1,159,11488,730,40,19,9,336,61,z
carpet,1.0902,1867,263,226,561,1,213,11899,363,45,14,9,526,61,z
carpet,1.1311,1868,39,32,116,5,297,13302,107,34,14,8,1117,122,z
carpet,1.1718,1869,66,59,139,1,210,13733,250,37,15,8,680,61,z
carpet,1.2131,1870,118,98,258,2,218,13833,306,57,14,10,683,183,z
carpet,1.2542,1871,1019,781,2228,4,218,14055,3647,40,16,8,174,122,z
carpet,1.2946,1872,52,40,144,5,276,13826,148,34,16,8,977,61,z
carpet,1.3357,1873,144,124,356,1,247,13982,252,39,17,8,677,61,z
carpet,1.3764,1874,87,70,205,5,235,13007,288,40,16,7,612,61,z
carpet,1.4176,1875,125,100,247,3,197,13221,247,53,17,9,787,122,z
carpet,1.4583,1876,58,41,177,3,305,13701,125,40,16,8,1088,61,z
carpet,1.4993,1877,169,125,363,4,214,13957,213,44,13,8,767,61,z
carpet,1.5403,1878,293,217,815,3,278,14546,598,38,18,8,413,122,z
carpet,1.5813,1879,796,733,1338,1,168,13876,2108,25,14,6,170,61,z
carpet,1.6221,1880,200,170,454,2,227,12882,458,43,12,9,479,61,z
carpet,1.6632,1881,401,342,662,4,165,11182,922,47,15,10,342,61,z
carpet,1.7041,1882,311,233,723,3,232,9643,1344,74,16,9,337,122,z
carpet,1.7449,1883,221,192,451,1,204,8133,543,45,15,10,447,61,z
carpet,1.7861,1884,1672,1567,2502,1,149,8666,3392,51,13,9,177,61,z
carpet,1.8270,1885,1290,1188,1949,1,151,7624,2878,40,13,8,174,61,z
carpet,1.8678,1886,839,765,1170,1,139,9851,1206,39,18,8,233,61,z
carpet,1.9091,1887,3715,3372,5917,2,159,10611,11653,379,36,7,205,61,z
carpet,1.9498,1888,925,662,2687,5,290,11958,1926,64,17,8,276,183,z
carpet,1.9906,1889,812,667,1806,3,222,8312,1749,123,20,6,311,61,z
carpet,2.0317,1890,2287,2104,4509,1,197,13638,3890,75,15,9,159,61,z
carpet,2.0723,1891,295,262,465,2,157,20426,720,45,17,8,354,61,z
carpet,2.1139,1892,5152,4329,10916,3,211,12817,17311,1168,88,9,307,183,z
carpet,2.1547,1893,5127,4257,8954,3,174,16227,16042,403,18,8,203,61,z
carpet,2.1952,1894,890,762,1848,2,207,6539,2196,37,18,8,187,61,z
carpet,2.2371,1895,8573,5346,22625,7,263,11341,61537,8491,2334,555,576,183,z
carpet,2.2773,1896,2527,2274,4665,1,184,12112,5275,41,16,9,140,61,z
carpet,2.3183,1897,1462,1198,5560,3,380,6210,6712,5328,494,8,984,61,z
carpet,2.3596,1898,1752,1095,6022,9,343,14253,12353,1486,103,10,450,122,z
carpet,2.3997,1899,442,375,796,1,180,10432,773,47,12,8,353,61,z
carpet,2.4408,1900,624,520,1905,5,305,12172,1719,58,15,10,337,61,z
carpet,2.4817,1901,727,605,1593,3,219,10961,1117,38,13,9,272,61,z
carpet,2.5229,1902,1964,1462,6888,3,350,11699,4183,82,16,8,200,122,z
carpet,2.5639,1903,3068,2106,8539,2,278,13566,12840,594,35,9,335,183,z
carpet,2.6043,1904,671,600,1081,1,161,9592,1116,39,19,7,283,61,z
carpet,2.6454,1905,575,377,1551,3,269,11345,1690,83,17,9,308,61,z
carpet,2.6868,1906,7226,5950,12206,4,168,8880,27201,1326,81,9,230,61,z
carpet,2.7276,1907,1867,1538,4583,4,245,3057,9061,107,16,9,229,122,z
carpet,2.7681,1908,432,297,1608,4,372,4936,780,61,19,9,459,122,z
carpet,2.8089,1909,922,809,1619,1,175,621,1744,53,10,8,204,61,z
carpet,2.8499,1910,307,267,561,4,182,-693,1175,100,27,9,408,61,z
carpet,2.8908,1911,675,511,2002,3,296,2349,1614,41,17,9,238,61,z
carpet,2.9318,1912,776,728,1185,1,152,4681,1812,48,16,8,246,61,z
carpet,2.9727,1913,929,827,1762,1,189,5895,1895,55,15,9,214,61,z
carpet,3.0138,1914,1015,954,1524,1,150,8925,2705,73,15,7,217,61,z
carpet,3.0549,1915,1156,1077,1590,0,137,12784,2493,103,19,9,233,61,z
carpet,3.0957,1916,3531,2879,7628,2,216,9241,6858,50,17,9,124,61,z
carpet,3.1373,1917,7611,4831,32387,15,425,14953,16576,7090,392,12,727,61,z
carpet,3.1787,1918,4205,2345,19908,18,473,18725,32164,11869,2788,547,1010,488,z
carpet,3.2194,1919,2975,2254,11661,42,391,18503,10765,13506,679,17,1170,549,z
carpet,3.2602,1920,2552,1999,6781,26,265,14519,14768,9149,514,13,1011,916,z
carpet,3.3012,1921,3375,2486,11639,29,344,16158,20040,11701,465,16,905,488,z
carpet,3.3419,1922,2898,1958,13465,18,464,13935,13227,3134,313,9,634,122,z
carpet,3.3829,1923,6506,4918,17859,11,274,10826,36272,5163,486,15,443,122,z
carpet,3.4236,1924,6939,5831,16271,9,234,9067,35144,6368,394,17,504,61,z
carpet,3.4654,1925,18912,13854,47022,13,248,14255,65535,18677,10650,5568,1102,244,z
carpet,3.5062,1926,19804,15494,42852,16,216,10085,65535,17782,6655,2420,673,122,z
carpet,3.5470,1927,12499,9818,30481,17,243,12419,48054,16384,1487,282,789,305,z
carpet,3.5879,1928,17675,14211,44764,18,253,11997,65535,29101,3201,950,846,366,z
carpet,3.6292,1929,23804,21454,41584,11,174,8817,65535,65535,30449,13024,1465,183,z
carpet,3.6700,1930,19175,16563,43284,16,225,10517,65535,41156,7236,2085,972,183,z
carpet,3.7110,1931,27070,24606,40353,11,149,7586,65535,46801,32467,11484,1347,427,z
carpet,3.7517,1932,17480,13697,38460,18,220,5693,65535,25603,6653,2375,1106,916,z
carpet,3.7928,1933,17688,14318,43598,15,246,10831,65535,38082,9753,2996,1012,122,z
carpet,3.8334,1934,16776,13176,45523,21,271,12756,65535,39219,3814,933,905,183,z
carpet,3.8746,1935,18247,14695,47311,16,259,14544,65535,40508,13329,3691,1232,61,z
carpet,3.9154,1936,21689,18255,40308,20,185,7541,65535,51270,11941,2724,973,305,z
carpet,3.9563,1937,18107,14686,42055,26,232,9288,65535,43568,7660,2347,1083,122,z
carpet,3.9971,1938,7359,4891,35933,24,488,13907,46378,30747,1947,64,942,1160,z
carpet,4.0375,1939,1476,1177,4502,15,305,11416,7711,2450,123,9,778,732,z
carpet,4.0784,1940,2517,2020,7329,15,291,6129,15785,5451,407,11,735,366,z
carpet,4.1193,1941,2030,1542,7423,17,365,3688,13376,4960,354,11,807,366,z
carpet,4.1597,1942,510,306,2818,23,552,3130,1318,617,62,7,925,122,z
carpet,4.2005,1943,588,517,1155,5,196,1866,1401,577,43,9,763,61,z
carpet,4.2414,1944,334,256,902,23,270,-999,1359,957,57,8,973,61,z
carpet,4.2833,1945,4942,3126,24765,19,501,-3241,26243,12727,749,19,825,183,z
carpet,4.3247,1946,11828,8596,36672,22,310,-3905,65535,30583,10013,1912,1098,549,z
carpet,4.3657,1947,17326,13099,35305,18,203,-2538,65535,52973,23935,8022,1331,427,z
carpet,4.4067,1948,25493,23142,36742,15,144,-3975,65535,47504,14955,5965,1075,305,z
carpet,4.4475,1949,26163,23667,35424,14,135,2657,65535,46786,17063,5510,1013,183,z
carpet,4.4882,1950,22234,18925,34738,15,156,1971,65535,49783,6135,2063,851,61,z
carpet,4.5289,1951,29337,28511,33744,2,115,-977,65535,12551,2436,745,471,61,z
carpet,4.5694,1952,11305,9962,23328,4,206,-22,45248,5537,515,13,416,122,z
carpet,4.6096,1953,200,168,581,5,290,3721,570,105,19,9,573,61,z
carpet,4.6503,1954,264,208,698,1,264,3812,316,47,14,9,609,61,z
carpet,4.6916,1955,715,646,1201,1,167,-1011,1161,33,17,9,262,61,z
carpet,4.7323,1956,338,305,577,1,170,2607,1315,51,16,8,324,61,z
carpet,4.7741,1957,2445,1620,7925,12,324,2597,14510,2424,259,8,504,122,z
carpet,4.8142,1958,367,318,742,1,202,3830,696,193,21,7,626,61,z
carpet,4.8556,1959,413,331,1275,23,308,5713,1959,1149,93,9,919,183,z
carpet,4.8963,1960,220,158,794,36,360,4003,899,879,118,8,1155,488,z
carpet,4.9372,1961,238,198,623,21,261,6493,1055,647,92,9,969,183,z
carpet,4.9783,1962,1884,1500,4647,4,246,4043,6807,1271,55,8,472,61,z
carpet,5.0193,1963,2801,2028,9626,8,343,3464,9157,1096,60,8,465,122,z
carpet,5.0607,1964,5005,2311,30842,24,616,5401,50037,15144,766,9,718,244,z
carpet,5.1018,1965,2513,1899,8407,35,334,10795,10211,13092,836,25,1148,1282,z
carpet,5.1427,1966,4136,2901,19887,30,480,9321,12069,10961,743,16,1051,671,z
carpet,5.1837,1967,5125,2801,31337,29,611,11179,24166,13216,985,42,931,671,z
carpet,5.2247,1968,8757,7164,20834,19,237,13063,60022,19536,2428,325,876,366,z
carpet,5.2657,1969,11522,7860,44783,22,388,12016,41911,12027,1756,88,839,793,z
carpet,5.3068,1970,14317,11167,41235,17,288,10479,65535,33253,2911,871,799,244,z
carpet,5.3477,1971,14905,11870,42946,27,288,10179,55710,24239,2741,647,920,61,z
carpet,5.3888,1972,16893,13283,42569,18,251,9802,65535,65535,13638,3149,1187,244,z
carpet,5.4295,1973,13171,10156,41651,10,316,8884,65107,29426,1381,221,778,183,z
carpet,5.4707,1974,14777,11737,43294,17,292,10527,65535,52852,7399,2265,1079,305,z
carpet,5.5116,1975,18405,15112,41564,14,225,8797,65535,45756,11583,3452,1198,61,z
carpet,5.5522,1976,16947,12748,41572,22,245,8805,55636,24159,2614,537,913,244,z
carpet,5.5935,1977,15573,12302,45328,31,291,12561,65535,41629,7267,1718,1131,488,z
carpet,5.6343,1978,23503,20599,39987,21,170,7220,65535,57870,14828,5143,1162,854,z
carpet,5.6753,1979,18018,14471,41937,26,232,9170,65535,65535,11394,2734,1150,488,z
carpet,5.7162,1980,18512,14407,39801,20,215,7034,65535,47924,17373,6934,1398,366,z
carpet,5.7571,1981,17952,14432,42974,20,239,10207,65535,59010,7873,2772,990,122,z
carpet,5.7978,1982,8569,6444,29025,23,338,15737,46610,24217,3819,605,1009,305,z
carpet,5.8382,1983,3525,2418,17559,17,498,12805,7673,6534,425,14,969,61,z
carpet,5.8787,1984,1586,1406,3543,3,223,15780,4002,599,64,8,487,61,z
carpet,5.9198,1985,2149,1798,5897,5,274,14261,8914,2105,170,10,601,61,z
carpet,5.9608,1986,1206,873,3643,10,302,13550,4260,1493,162,10,769,61,z
carpet,6.0011,1987,200,159,503,3,251,12591,423,47,18,7,504,61,z
carpet,6.0419,1988,241,184,594,3,246,10498,352,51,17,8,608,61,z
carpet,6.0837,1989,1161,875,4179,21,359,11962,5337,2395,174,12,822,549,z
carpet,6.1244,1990,599,489,1775,15,296,11934,1819,1604,148,9,1045,61,z
carpet,6.1655,1991,1187,957,3242,21,273,9691,7243,1926,402,10,921,610,z
carpet,6.2061,1992,256,187,839,26,327,8510,1126,970,226,9,1228,305,z
carpet,6.2477,1993,2778,1921,13028,27,468,6290,11100,9020,1179,19,1115,366,z
carpet,6.2886,1994,2231,1710,8110,22,363,2303,15760,9219,1489,30,1033,305,z
carpet,6.3292,1995,575,414,2442,27,424,1492,2466,1308,364,15,1124,366,z
carpet,6.3702,1996,1256,996,3559,21,283,-4114,7286,2717,423,11,834,305,z
carpet,6.4112,1997,4113,3035,14605,21,355,-6147,11501,5777,520,14,813,61,z
carpet,6.4522,1998,1077,840,3706,20,344,-10428,4573,2822,414,11,1033,610,z
carpet,6.4938,1999,17574,14051,43696,22,248,-10929,65535,45337,5613,2307,986,305,z
carpet,6.5347,2000,15992,13410,46094,19,288,-13327,65535,31092,4633,2158,863,366,z
carpet,6.5757,2001,19895,16792,42800,19,215,-10033,65535,44974,9392,2447,1070,549,z
carpet,6.6166,2002,16550,14304,45224,20,273,-12457,65535,37590,5287,2202,932,427,z
carpet,6.6577,2003,20610,17120,44805,17,217,-12038,65535,39144,11416,3663,1027,549,z
carpet,6.6985,2004,22680,19138,39137,20,172,-6370,65535,45683,18934,4844,1165,610,z
carpet,6.7392,2005,19960,16221,43296,19,216,-10529,65535,31512,6481,1960,901,61,z
carpet,6.7803,2006,20983,18223,42291,15,201,-9524,65535,27504,11212,3554,1039,427,z
carpet,6.8211,2007,13981,9779,48583,16,347,-15816,57882,19749,1633,470,781,427,z
carpet,6.8612,2008,980,798,2849,15,290,-12513,5798,1893,103,10,778,305,z
carpet,6.9025,2009,3633,2746,11172,14,307,-13159,18803,2962,384,10,583,61,z
carpet,6.9432,2010,11247,9282,23002,8,204,-9151,48292,2742,105,9,401,244,z
carpet,6.9840,2011,3374,2768,9094,7,269,-9918,13857,2365,134,10,534,61,z
carpet,7.0251,2012,2263,1829,6709,21,296,-8673,11527,5220,271,13,856,977,z
carpet,7.0656,2013,846,626,3306,25,390,-7089,3720,3242,126,9,949,183,z
carpet,7.1071,2014,5838,4893,14738,13,252,-4011,24303,17603,1317,35,916,61,z
carpet,7.1475,2015,651,512,1531,23,235,-1563,3692,1833,160,12,834,61,z
carpet,7.1885,2016,868,650,3263,17,375,2370,4297,3329,223,11,1022,427,z
carpet,7.2302,2017,14243,10616,40321,18,283,7554,65535,23933,3523,1379,837,427,z
carpet,7.2712,2018,24155,21659,34702,17,143,1935,65535,65535,25306,8280,1229,61,z
carpet,7.3121,2019,14809,10816,32824,20,221,-573,65535,30064,3602,1134,882,305,z
carpet,7.3527,2020,10633,7945,36766,21,345,9258,63941,26387,2308,63,784,122,z
carpet,7.3935,2021,9357,5491,40177,25,429,7410,38787,13267,837,39,740,244,z
carpet,7.4345,2022,8629,6154,37424,29,433,4657,49326,23292,1754,789,938,61,z
carpet,7.4758,2023,10415,7922,33257,26,319,10837,65535,29610,5132,1093,994,549,z
carpet,7.5165,2024,8267,6633,20254,28,244,12204,50452,27766,1905,42,901,305,z
carpet,7.5573,2025,7563,5163,40212,22,531,12580,32173,12552,831,31,792,366,z
carpet,7.5983,2026,7296,5756,20562,17,281,14921,46796,12514,1308,107,760,488,z
carpet,7.6393,2027,9284,7558,23522,13,253,16355,50537,16710,1982,132,833,305,z
carpet,7.6802,2028,10698,6734,45106,15,421,12339,52222,6777,1284,336,613,305,z
carpet,7.7210,2029,8317,6854,20123,15,241,11310,55957,12672,973,44,631,488,z
carpet,7.7622,2030,18329,13848,41340,11,225,8573,62459,14078,1802,321,647,244,z
carpet,7.8032,2031,15692,12839,44573,9,284,11806,65535,18468,4398,1091,783,366,z
carpet,7.8442,2032,19223,15901,43765,13,227,10998,65535,22624,4466,1335,747,305,z
carpet,7.8850,2033,22881,20092,42708,14,186,9941,65535,40472,8095,3509,926,244,z
carpet,7.9260,2034,21218,18108,40735,17,191,7968,65535,28654,4716,1728,821,488,z
carpet,7.9671,2035,16165,13311,44812,21,277,12045,65535,44440,13169,3060,1119,732,z
carpet,8.0078,2036,23643,20592,38519,12,162,5752,65535,39673,16473,3800,982,244,z
carpet,8.0487,2037,17619,14451,44126,23,250,11359,65535,30246,5476,1292,977,488,z
carpet,8.0896,2038,16148,13054,44173,16,273,11406,65535,17868,3200,747,803,427,z
carpet,8.1301,2039,7965,5969,32710,16,410,14908,40008,8086,506,16,621,366,z
carpet,8.1711,2040,5122,3709,14089,18,275,18678,28823,9003,1033,281,774,244,z
carpet,8.2115,2041,871,690,2688,19,308,12160,3960,2014,229,9,924,610,z
carpet,8.2521,2042,176,136,498,31,282,11992,680,431,67,9,1038,427,z
carpet,8.2928,2043,120,99,308,17,256,11356,407,202,22,9,960,61,z
carpet,8.3341,2044,503,407,1565,12,311,10240,3277,875,76,10,671,61,z
carpet,8.3750,2045,473,384,1246,17,263,7674,1988,1193,85,7,945,610,z
carpet,8.4158,2046,645,484,2775,15,430,5998,4019,3074,242,9,969,61,z
carpet,8.4568,2047,551,403,3044,29,552,4312,3054,1408,149,9,875,61,z
carpet,8.4976,2048,461,341,1488,21,322,1898,2072,1392,97,8,945,61,z
carpet,8.5387,2049,476,343,1720,30,361,-822,3108,1435,149,9,893,549,z
carpet,8.5801,2050,6186,4660,19721,10,318,-2952,34146,5569,799,18,628,305,z
carpet,8.6212,2051,7336,5848,19956,19,272,-7082,41515,16602,1998,44,796,244,z
carpet,8.6627,2052,16904,13374,41061,17,242,-8294,65535,24757,11578,3290,1016,427,z
carpet,8.7031,2053,11252,8976,24617,22,218,-9949,42887,19934,1344,94,842,366,z
carpet,8.7443,2054,20636,17226,41173,19,199,-8406,65535,29587,7116,1889,874,427,z
carpet,8.7852,2055,16792,13426,40619,18,241,-7852,65535,32668,7021,1766,874,427,z
carpet,8.8262,2056,22272,19604,41636,16,186,-8869,65535,21854,7848,2455,889,366,z
carpet,8.8673,2057,21815,18615,38878,18,178,-6111,65535,48771,25884,7779,1319,549,z
carpet,8.9082,2058,24095,21130,40206,17,166,-7439,65535,54490,13308,3994,1032,427,z
carpet,8.9491,2059,23337,20844,39717,16,170,-6950,65535,45683,11635,4357,1048,366,z
carpet,8.9898,2060,22850,19525,41125,16,179,-8358,65535,39118,9303,3604,967,366,z
carpet,9.0310,2061,20656,17523,40492,17,196,-7725,65535,52808,13961,4383,1122,488,z
carpet,9.0718,2062,17487,14296,43982,20,251,-11215,65535,30875,5509,1917,867,610,z
carpet,9.1126,2063,16575,13207,43696,19,263,-10929,65535,20320,3850,462,828,488,z
carpet,9.1533,2064,9447,7335,34552,15,365,-14545,61687,19971,2260,505,824,366,z
carpet,9.1939,2065,1830,1401,5621,16,307,-11717,7201,2453,259,10,799,488,z
carpet,9.2350,2066,7540,4653,24608,23,326,-8159,62928,8061,1601,782,650,305,z
carpet,9.2753,2067,742,544,3424,20,461,-7650,2820,1459,101,9,887,183,z
carpet,9.3165,2068,573,375,2217,34,386,-5835,2812,3674,212,7,1149,1099,z
carpet,9.3567,2069,492,445,950,3,193,-5588,1026,357,34,8,653,61,z
carpet,9.3977,2070,205,145,878,28,428,-3945,527,606,48,7,1124,61,z
carpet,9.4387,2071,199,134,1220,25,613,-1269,407,542,44,9,1187,61,z
carpet,9.4798,2072,670,547,1899,7,283,1410,1957,2240,202,10,1130,61,z
carpet,9.5210,2073,1001,692,3388,23,338,5986,3612,3110,345,18,1102,916,z
carpet,9.5626,2074,18677,14826,38828,16,207,6061,65535,26121,7079,2209,833,122,z
carpet,9.6035,2075,21104,17860,40921,12,193,8154,65535,23112,4611,1136,761,61,z
carpet,9.6445,2076,21186,17145,38584,16,182,5817,65535,24940,5697,2119,919,183,z
carpet,9.6853,2077,16503,13175,42160,15,255,9393,65535,21777,3707,780,761,183,z
carpet,9.7262,2078,15718,13064,30974,15,197,7583,65535,17953,2346,665,688,122,z
carpet,9.7672,2079,21409,17950,40034,19,186,7267,65535,38975,6010,2325,987,427,z
carpet,9.8082,2080,20858,18093,44340,10,212,11573,65535,27616,5373,1487,774,244,z
carpet,9.8492,2081,25881,23547,38546,16,148,5779,65535,42461,14111,5041,1018,305,z
carpet,9.8900,2082,27361,24789,41316,10,151,8549,65535,39649,13663,5245,945,183,z
carpet,9.9307,2083,26977,25084,34712,13,128,1945,65535,32759,8622,2768,821,61,z
carpet,9.9720,2084,25724,23540,38349,11,149,5582,65535,42737,13553,4897,1019,549,z
carpet,10.0127,2085,23861,21001,41170,16,172,8403,65535,42100,7288,2707,860,183,z
carpet,10.0537,2086,19024,13805,42123,13,221,9356,65535,31957,16432,5784,1092,122,z
carpet,10.0936,2087,479,370,1742,11,363,11517,3028,1139,126,9,846,366,z
carpet,10.1342,2088,312,243,774,14,248,10225,1629,550,47,7,722,61,z
carpet,10.1748,2089,408,363,743,5,182,7309,959,367,26,8,715,61,z
carpet,10.2160,2090,573,493,1045,3,182,3762,1129,228,24,10,575,61,z
carpet,10.2576,2091,3915,3048,12617,13,322,-960,26503,4551,504,17,569,183,z
carpet,10.2987,2092,13677,11712,29722,7,217,-2328,49376,5723,641,24,404,183,z
carpet,10.3399,2093,17954,14814,41688,8,232,-8921,65535,11649,1894,480,599,183,z
carpet,10.3807,2094,11852,9231,28163,9,237,-7523,65535,10741,1240,433,545,122,z
carpet,10.4219,2095,20043,17038,40094,8,200,-7327,65535,17958,4017,1364,615,244,z
carpet,10.4627,2096,14631,12015,41852,12,286,-9618,56741,15849,2184,301,722,183,z
carpet,10.5036,2097,9463,7490,22276,14,235,-11340,53739,10815,1047,138,667,305,z
carpet,10.5444,2098,9298,7542,27907,19,300,-12779,44543,19685,1583,43,808,366,z
carpet,10.5854,2099,11909,8276,43513,24,365,-10746,44750,15646,1024,94,774,427,z
carpet,10.6262,2100,6447,5109,15338,14,237,-10118,34140,12321,1525,26,733,305,z
carpet,10.6676,2101,21051,17634,38503,13,182,-5736,65535,39429,10842,3630,1002,366,z
carpet,10.7083,2102,14294,11387,43737,19,305,-10970,65535,18984,2220,702,805,366,z
carpet,10.7492,2103,18340,15630,41708,18,227,-8941,65535,29260,5300,1988,870,427,z
carpet,10.7902,2104,18513,15328,42325,16,228,-9558,65535,32510,5965,2201,920,488,z
carpet,10.8311,2105,22564,19941,40234,14,178,-7467,65535,30394,6258,2209,801,366,z
carpet,10.8722,2106,25461,23110,39909,17,156,-7142,65535,62957,14788,4881,1116,366,z
carpet,10.9131,2107,22271,19226,38635,15,173,-5868,65535,38498,16998,5238,1055,366,z
carpet,10.9540,2108,25834,23360,35736,17,138,-2969,65535,42308,10667,4447,957,427,z
carpet,10.9950,2109,23901,21385,37540,14,157,-4773,65535,56731,15966,4143,1087,366,z
carpet,11.0358,2110,15130,11578,45402,14,300,-12635,65535,21100,5677,1552,841,183,z
carpet,11.0762,2111,7037,4996,21169,16,300,-14408,34900,5800,938,25,674,427,z
carpet,11.1165,2112,675,530,2072,21,306,-12302,3460,820,62,8,684,427,z
carpet,11.1580,2113,4268,2800,19504,19,456,-7396,26782,9213,756,14,711,183,z
carpet,11.1986,2114,1214,994,4727,19,389,-7105,5280,3583,377,10,975,183,z
carpet,11.2395,2115,603,413,2838,25,470,-4590,1452,1327,138,10,1054,305,z
carpet,11.2800,2116,587,514,1364,5,232,-647,2251,1214,89,10,807,61,z
carpet,11.3214,2117,1560,1109,7648,18,490,2784,5389,6789,519,9,1176,122,z
carpet,11.3625,2118,5533,3673,21227,15,383,7520,21396,8384,649,18,800,122,z
carpet,11.4040,2119,16049,12830,46546,11,290,13779,65535,15540,1281,291,637,183,z
carpet,11.4449,2120,12543,9100,42673,17,340,11267,65535,30819,3077,1058,771,122,z
carpet,11.4856,2121,14268,10580,43454,16,304,10687,65535,17037,2386,773,714,61,z
carpet,11.5267,2122,14075,11352,38385,17,272,12235,65535,19930,4460,1610,882,488,z
carpet,11.5677,2123,17924,15039,46648,11,260,13881,65535,24407,3781,1137,762,183,z
carpet,11.6087,2124,20924,17118,36520,14,174,3753,65535,45132,24055,8123,1170,122,z
carpet,11.6495,2125,21707,18514,40687,14,187,7920,65535,19575,6918,1008,703,122,z
carpet,11.6903,2126,24490,21408,36137,14,147,3370,65535,38700,8169,3531,856,122,z
carpet,11.7315,2127,22566,19607,36181,13,160,3414,65535,38945,23830,9153,1153,183,z
carpet,11.7722,2128,25633,22951,38722,12,151,5955,65535,49465,9468,2945,905,183,z
carpet,11.8130,2129,27145,25313,38987,8,143,6220,65535,35973,6262,2027,771,122,z
carpet,11.8541,2130,23885,21191,35126,14,147,2359,65535,45839,15111,4479,990,122,z
carpet,11.8950,2131,25320,23183,33621,10,132,854,65535,49520,26739,7820,1234,61,z
carpet,11.9349,2132,5461,4779,13202,2,241,-625,10431,41,14,8,103,61,z
carpet,11.9755,2133,517,446,1029,1,199,2357,1179,32,13,10,239,61,z
carpet,12.0163,2134,460,403,981,3,213,3291,1134,337,38,9,645,61,z
carpet,12.0580,2135,2555,2207,5169,8,202,-716,11157,2770,245,11,615,183,z
carpet,12.0992,2136,11427,9064,30629,9,268,-1989,48216,12732,1231,39,690,61,z
carpet,12.1400,2137,7418,6133,17793,7,239,-5506,37350,3876,338,15,393,183,z
carpet,12.1812,2138,10608,8107,24820,15,233,-3910,55808,11045,1408,31,684,244,z
carpet,12.2219,2139,9598,7424,24602,10,256,-8165,55502,6243,766,79,430,122,z
carpet,12.2633,2140,17974,14608,41657,12,231,-8890,65535,17757,3848,1173,674,183,z
carpet,12.3041,2141,18327,14320,39101,13,213,-6334,64248,8946,2294,619,596,122,z
carpet,12.3450,2142,14401,11406,35505,15,246,-9492,65535,18833,2277,421,708,427,z
carpet,12.3859,2143,10802,8670,32270,13,298,-13249,65535,9146,1717,281,595,244,z
carpet,12.4272,2144,18869,15290,43865,14,232,-11098,65535,37220,14391,3479,1031,366,z
