label,t_host_s,seq,rms,mad,peak,zcr,crest,mean,band0,band1,band2,band3,centroid,peakfreq,axis
carpet,12.4680,2145,18235,14844,40579,15,222,-7812,65535,14840,5947,1727,804,366,z
carpet,12.5087,2146,15572,13227,34454,15,221,-8730,65535,16385,3130,687,725,366,z
carpet,12.5497,2147,15861,12941,39830,12,251,-7063,65535,15503,2702,994,679,305,z
carpet,12.5909,2148,25479,22828,34808,15,136,-2041,65535,43929,19497,6210,1148,366,z
carpet,12.6316,2149,24622,21613,40515,12,164,-7748,65535,36325,8649,3065,825,122,z
carpet,12.6726,2150,25910,22843,37461,14,144,-4694,65535,31114,11328,3827,908,244,z
carpet,12.7135,2151,23313,20117,37903,14,162,-5136,65535,32388,8196,2421,896,183,z
carpet,12.7545,2152,25650,23293,40956,14,159,-8189,65535,31441,10512,3058,903,366,z
carpet,12.7952,2153,19514,15908,42639,14,218,-9872,65535,18457,3997,992,810,366,z
carpet,12.8362,2154,18078,14954,43671,17,241,-10904,65535,27620,4841,1144,850,366,z
carpet,12.8767,2155,6385,4555,19389,12,303,-10193,32134,6293,577,36,679,305,z
carpet,12.9169,2156,459,367,1388,13,302,-7185,2886,438,50,8,594,183,z
carpet,12.9581,2157,808,647,2830,19,350,-4890,4088,1868,188,10,873,244,z
carpet,12.9989,2158,764,603,2660,17,348,-3368,3892,2226,157,10,854,61,z
carpet,13.0398,2159,648,541,2187,17,337,-1857,1752,1657,143,8,1100,61,z
carpet,13.0806,2160,834,731,1819,5,218,2014,1880,2368,151,12,1133,61,z
carpet,13.1220,2161,2639,1868,10506,13,398,5715,13901,5504,260,13,787,122,z
carpet,13.1634,2162,17002,12103,40712,9,239,7945,65535,18873,9859,2435,772,122,z
carpet,13.2040,2163,8578,6862,23462,19,273,13334,43720,14013,811,21,706,122,z
carpet,13.2454,2164,12164,9119,29753,18,244,10888,65535,12937,2353,1236,682,183,z
carpet,13.2862,2165,16343,11580,46845,19,286,14078,62045,21364,2794,1225,810,61,z
carpet,13.3270,2166,7225,5164,28415,13,393,14713,62252,14825,1337,291,721,183,z
carpet,13.3675,2167,1946,1534,5904,14,303,13865,10380,3228,183,8,765,488,z
carpet,13.4085,2168,5285,3217,28631,18,541,13427,30624,7738,422,13,729,244,z
carpet,13.4494,2169,4925,3360,14389,17,292,13707,31467,9342,555,14,671,61,z
carpet,13.4905,2170,8347,6542,33764,12,404,15040,56059,16243,1424,76,732,122,z
carpet,13.5312,2171,6416,4844,17347,16,270,15420,30268,7833,741,22,689,183,z
carpet,13.5724,2172,7661,6550,16361,18,213,16406,44545,11587,957,23,765,549,z
carpet,13.6136,2173,13471,11099,35397,15,262,14002,65535,17268,2128,521,763,549,z
carpet,13.6547,2174,15543,12019,47416,22,305,14649,65535,22977,6316,2031,1040,549,z
carpet,13.6955,2175,14338,11295,45780,18,319,14211,65535,28045,3860,1246,852,122,z
carpet,13.7360,2176,8111,6660,20501,20,252,16968,46085,13985,925,40,767,183,z
carpet,13.7774,2177,15111,11927,43104,20,285,13509,65535,14967,3783,1031,810,427,z
carpet,13.8182,2178,16544,13113,44808,13,270,12041,65535,22471,5998,1550,900,61,z
carpet,13.8586,2179,5129,3915,15240,17,297,17527,24170,5191,420,23,665,244,z
carpet,13.8990,2180,748,592,2104,16,281,15773,3478,881,80,7,755,549,z
carpet,13.9400,2181,647,517,1631,14,252,14359,4151,1029,68,8,639,122,z
carpet,13.9810,2182,811,648,2346,21,289,13912,3984,1679,109,9,857,549,z
carpet,14.0219,2183,670,547,1931,11,288,11642,3211,1032,110,11,739,61,z
carpet,14.0624,2184,576,507,1232,7,213,8860,1506,710,55,9,763,61,z
carpet,14.1040,2185,6440,5155,19655,8,305,9426,23433,5713,384,21,582,61,z
carpet,14.1456,2186,20170,16849,34441,11,170,1674,65535,22679,7510,2535,807,183,z
carpet,14.1862,2187,16703,13414,30416,5,182,-2351,65535,9283,1244,67,439,122,z
carpet,14.2271,2188,10861,8439,29763,10,274,-5680,45662,6905,710,25,497,122,z
carpet,14.2679,2189,11804,9394,27397,5,232,-5370,30945,4474,515,31,444,61,z
carpet,14.3089,2190,12564,10659,35087,7,279,-8324,65535,6561,531,14,399,122,z
carpet,14.3500,2191,11732,9503,34018,12,289,-12920,59740,11597,815,59,591,122,z
carpet,14.3912,2192,12679,9020,44452,13,350,-11685,65535,19470,6800,1582,819,244,z
carpet,14.4319,2193,9600,7837,19987,13,208,-12793,44119,10219,1489,158,758,427,z
carpet,14.4730,2194,12149,9464,40868,19,336,-11653,65535,22144,2098,410,705,183,z
carpet,14.5139,2195,14714,12407,33113,16,225,-13084,65535,20741,2022,540,729,366,z
carpet,14.5550,2196,14549,12061,34428,13,236,-12159,65535,15470,3935,1380,786,366,z
carpet,14.5959,2197,15711,11914,46003,16,292,-13236,65535,20671,5045,1652,841,488,z
carpet,14.6369,2198,19934,17037,44848,15,224,-12081,65535,27971,13310,2935,1001,366,z
carpet,14.6776,2199,18724,15476,42518,20,227,-9751,65535,26913,6357,1932,927,549,z
carpet,14.7186,2200,20944,17581,45244,14,216,-12477,65535,23249,5909,2400,868,366,z
carpet,14.7593,2201,8633,6685,25359,18,293,-14854,42277,13004,1174,223,764,366,z
carpet,14.7999,2202,6881,5371,17981,13,261,-14255,31916,6241,650,19,706,427,z
carpet,14.8404,2203,1420,931,5909,10,416,-13829,5362,1225,86,9,651,427,z
carpet,14.8816,2204,1751,1419,3609,11,206,-15123,8619,1741,156,10,549,183,z
carpet,14.9226,2205,3858,2966,11914,17,308,-14808,16376,4005,442,20,667,305,z
carpet,14.9637,2206,8903,6864,22711,10,255,-10056,53181,7472,1183,425,509,183,z
carpet,15.0040,2207,1130,856,3761,13,332,-9860,4323,861,82,9,686,122,z
in_air,0.0221,2353,89,78,171,1,192,13687,155,34,16,9,979,61,z
in_air,0.0620,2354,104,89,192,2,184,13631,150,54,11,6,883,61,z
in_air,0.1028,2355,60,49,141,2,235,12952,181,54,15,8,893,61,z
in_air,0.1437,2356,90,76,182,2,202,14001,141,45,14,7,958,61,z
in_air,0.1846,2357,21,17,61,3,290,14432,69,37,15,9,1478,61,z
in_air,0.2257,2358,90,76,163,2,181,13906,131,39,17,9,1042,61,z
in_air,0.2665,2359,87,76,158,2,181,13188,143,28,17,9,974,61,z
in_air,0.3073,2360,22,18,67,9,304,12960,84,30,15,8,1350,61,z
in_air,0.3484,2361,56,47,111,9,198,13411,107,42,16,9,1206,61,z
in_air,0.3891,2362,44,38,83,6,188,13828,87,54,16,8,1263,61,z
in_air,0.4301,2363,32,26,82,10,256,13923,97,37,16,7,1248,61,z
in_air,0.4710,2364,51,44,99,5,194,13552,93,44,15,9,1261,61,z
in_air,0.5118,2365,29,23,73,5,251,13317,84,30,12,7,1262,61,z
in_air,0.5528,2366,43,37,87,3,202,13825,110,38,13,8,1106,61,z
in_air,0.5937,2367,26,21,61,6,234,13765,65,40,14,9,1500,61,z
in_air,0.6347,2368,59,51,114,1,193,13500,116,46,15,8,1132,61,z
in_air,0.6756,2369,50,41,132,3,264,13093,92,38,14,8,1185,61,z
in_air,0.7165,2370,15,12,43,30,286,12941,56,49,17,7,1594,61,z
in_air,0.7575,2371,50,41,113,5,226,13460,109,34,16,9,1211,61,z
in_air,0.7983,2372,54,48,105,2,194,13923,109,32,13,8,1085,61,z
in_air,0.8392,2373,35,26,117,2,334,14561,69,38,15,9,1406,61,z
in_air,0.8801,2374,97,83,189,3,194,13593,141,32,13,7,869,61,z
in_air,0.9210,2375,18,14,41,10,227,13534,67,50,13,9,1485,61,z
in_air,0.9620,2376,16,13,42,22,262,13655,64,34,13,7,1429,61,z
in_air,1.0028,2377,41,35,86,2,209,13750,110,30,15,9,1158,61,z
in_air,1.0436,2378,44,37,89,1,202,14083,95,35,15,8,1208,61,z
in_air,1.0847,2379,102,89,207,4,202,13901,151,46,15,8,907,61,z
in_air,1.1255,2380,32,28,62,8,193,12968,94,45,14,7,1185,61,z
in_air,1.1665,2381,56,42,187,3,333,12916,93,43,14,9,1225,61,z
in_air,1.2075,2382,180,156,399,1,221,14680,258,36,16,7,625,61,z
in_air,1.2483,2383,112,95,211,5,188,14682,163,52,17,9,998,61,z
in_air,1.2895,2384,216,188,393,1,181,13459,279,42,14,10,646,61,z
in_air,1.3301,2385,55,45,161,5,292,12406,136,42,18,9,1113,61,z
in_air,1.3711,2386,118,103,227,3,192,12815,191,54,14,8,839,61,z
in_air,1.4121,2387,166,143,358,1,215,14398,218,43,15,7,718,61,z
in_air,1.4527,2388,97,82,237,1,244,14421,144,40,14,9,992,61,z
in_air,1.4938,2389,135,119,235,1,174,13163,191,42,14,8,784,61,z
in_air,1.5345,2390,33,27,90,9,272,12468,83,31,16,8,1392,61,z
in_air,1.5756,2391,102,87,201,3,197,12836,169,35,16,8,921,61,z
in_air,1.6166,2392,144,126,252,1,175,13898,213,40,12,8,713,61,z
in_air,1.6573,2393,18,14,49,23,272,14473,78,39,15,8,1345,61,z
in_air,1.6982,2394,33,26,83,15,251,14294,72,41,15,8,1459,61,z
in_air,1.7391,2395,69,60,142,1,205,14202,162,53,16,9,977,61,z
in_air,1.7801,2396,51,44,122,2,239,14374,114,42,12,9,1127,61,z
in_air,1.8210,2397,90,78,174,5,193,13620,129,38,14,7,922,61,z
in_air,1.8617,2398,28,24,60,5,214,13241,75,34,15,8,1372,61,z
in_air,1.9027,2399,40,33,95,4,237,13436,117,44,15,9,1182,61,z
in_air,1.9436,2400,47,40,97,4,206,13395,115,33,18,9,1182,61,z
in_air,1.9845,2401,34,30,77,8,226,13208,83,59,17,7,1317,61,z
in_air,2.0255,2402,14,11,42,16,300,13575,82,55,14,10,1455,61,z
in_air,2.0665,2403,70,60,143,1,204,13866,127,31,12,9,1018,61,z
in_air,2.1072,2404,46,40,86,9,186,14294,107,43,17,8,1251,61,z
in_air,2.1482,2405,37,30,88,11,237,14238,73,41,13,9,1444,61,z
in_air,2.1891,2406,19,15,49,17,257,14261,66,45,16,8,1466,183,z
in_air,2.2301,2407,78,67,148,1,189,13857,127,36,13,9,1016,61,z
in_air,2.2710,2408,48,39,123,9,256,13070,111,41,14,9,1180,61,z
in_air,2.3119,2409,25,21,58,12,232,12896,106,51,17,7,1215,61,z
in_air,2.3527,2410,47,41,99,1,210,13309,121,53,13,9,1091,61,z
in_air,2.3937,2411,101,87,203,7,200,13708,163,49,15,9,921,61,z
in_air,2.4346,2412,43,36,99,13,230,13978,102,39,17,7,1223,61,z
in_air,2.4755,2413,44,33,101,15,229,14390,69,43,12,8,1413,61,z
in_air,2.5164,2414,16,13,45,28,281,14818,89,42,15,8,1351,122,z
in_air,2.5573,2415,23,19,53,12,230,14760,71,52,15,10,1534,61,z
in_air,2.5983,2416,152,129,293,1,192,13925,183,45,14,7,794,61,z
in_air,2.6391,2417,19,16,43,20,226,13197,83,44,15,9,1367,61,z
in_air,2.6800,2418,20,17,43,15,215,13257,92,31,15,9,1246,61,z
in_air,2.7208,2419,45,35,130,9,288,13190,97,50,17,8,1251,61,z
in_air,2.7619,2420,53,44,104,9,196,13415,92,42,15,8,1221,61,z
in_air,2.8027,2421,73,67,142,0,194,13113,152,40,19,8,968,61,z
in_air,2.8437,2422,135,116,273,1,202,14060,188,46,12,7,788,61,z
in_air,2.8846,2423,71,62,142,1,200,14859,129,38,14,9,1035,61,z
in_air,2.9256,2424,192,162,354,3,184,13781,226,34,11,7,646,61,z
in_air,2.9663,2425,92,80,193,0,209,12735,184,44,13,8,804,61,z
in_air,3.0071,2426,11,8,38,34,345,13126,63,42,14,8,1567,61,z
in_air,3.0487,2427,4413,3983,7741,1,175,18154,9114,146,41,9,144,61,z
in_air,3.0896,2428,1646,1446,3005,1,182,13735,2142,112,30,7,251,61,z
in_air,3.1305,2429,829,600,3195,11,385,18927,2362,994,50,9,708,61,z
in_air,3.1711,2430,944,776,2202,1,233,20856,929,48,12,8,288,61,z
in_air,3.2123,2431,1364,1186,2994,1,219,8397,2394,106,19,10,240,61,z
in_air,3.2531,2432,970,736,2471,2,254,11747,1558,129,19,9,377,61,z
in_air,3.2941,2433,2062,1639,4636,2,224,8536,5135,205,21,9,245,61,z
in_air,3.3350,2434,1301,1139,2963,1,227,6955,2174,48,16,10,189,61,z
in_air,3.3757,2435,795,684,1489,6,187,21197,1723,73,13,6,215,61,z
in_air,3.4165,2436,379,303,1155,3,304,9538,730,135,22,9,563,61,z
in_air,3.4576,2437,551,443,1212,4,219,21283,1810,92,17,8,281,122,z
in_air,3.4986,2438,458,362,1073,5,234,12485,1022,122,21,8,478,122,z
in_air,3.5393,2439,808,695,1779,1,220,13656,1305,69,15,8,315,61,z
in_air,3.5801,2440,618,527,1055,0,170,14715,817,59,17,9,389,61,z
in_air,3.6211,2441,153,106,559,12,365,12300,480,45,15,8,520,61,z
in_air,3.6619,2442,198,171,446,4,225,12395,429,62,16,8,536,61,z
in_air,3.7029,2443,148,128,284,3,191,11085,290,42,16,8,670,61,z
in_air,3.7437,2444,411,381,667,1,162,12786,738,41,16,9,332,61,z
in_air,3.7845,2445,93,76,208,7,223,12403,163,36,12,8,888,61,z
in_air,3.8256,2446,231,191,448,2,193,13015,284,51,13,10,642,61,z
in_air,3.8665,2447,503,447,898,1,178,11277,690,37,13,8,320,61,z
in_air,3.9073,2448,284,233,511,1,179,11270,321,42,14,7,535,61,z
in_air,3.9482,2449,566,491,946,1,167,10492,678,42,15,7,318,61,z
in_air,3.9891,2450,292,254,549,1,188,10275,383,40,15,8,501,61,z
in_air,4.0299,2451,94,80,167,2,177,10789,383,38,17,6,494,61,z
in_air,4.0710,2452,341,294,617,1,180,10916,563,38,13,8,386,61,z
in_air,4.1119,2453,391,339,701,1,179,11769,481,44,15,9,441,61,z
in_air,4.1529,2454,335,300,643,1,191,13627,591,39,19,9,414,61,z
in_air,4.1937,2455,558,503,864,1,154,14145,778,38,17,9,318,61,z
in_air,4.2346,2456,183,152,403,3,220,13537,234,37,17,8,727,61,z
in_air,4.2755,2457,193,161,425,3,220,13119,317,45,13,9,597,61,z
in_air,4.3162,2458,61,56,111,1,181,12378,215,53,13,8,757,61,z
in_air,4.3573,2459,129,114,236,0,182,12346,218,40,13,8,735,61,z
in_air,4.3982,2460,408,352,707,1,173,14591,487,35,18,8,415,61,z
in_air,4.4392,2461,718,627,1369,1,190,10066,880,41,14,8,286,61,z
in_air,4.4801,2462,365,321,650,1,178,12005,476,40,15,9,439,61,z
in_air,4.5209,2463,477,414,969,1,203,9621,592,36,15,8,360,61,z
in_air,4.5619,2464,312,268,726,3,232,11355,509,51,15,7,448,61,z
in_air,4.6027,2465,143,126,359,1,251,9182,266,41,12,9,610,61,z
in_air,4.6436,2466,256,223,480,1,187,9765,400,49,12,9,515,61,z
in_air,4.6846,2467,210,173,568,1,270,13396,325,48,20,9,626,61,z
in_air,4.7256,2468,257,218,638,0,248,10539,429,42,14,9,487,61,z
in_air,4.7665,2469,176,149,407,2,231,12261,432,49,18,9,540,61,z
in_air,4.8074,2470,466,387,1124,2,241,8169,949,47,15,8,294,61,z
in_air,4.8487,2471,1924,1673,4185,2,217,29322,4120,217,51,7,243,61,z
in_air,4.8899,2472,5269,4255,14106,2,267,-16674,8162,202,54,9,178,61,z
in_air,4.9306,2473,4371,3942,9833,1,224,28126,8123,382,98,11,236,61,z
in_air,4.9715,2474,1581,1269,5510,1,348,-6172,2657,299,75,9,401,61,z
in_air,5.0125,2475,1403,1074,2653,3,189,14911,3702,125,24,10,200,61,z
in_air,5.0530,2476,622,560,1324,1,212,12299,1249,49,15,7,249,61,z
in_air,5.0941,2477,1858,1626,2920,1,157,10482,2794,80,22,8,181,61,z
in_air,5.1346,2478,274,232,535,1,195,12681,563,81,23,8,556,61,z
in_air,5.1755,2479,307,261,617,1,200,15602,399,44,18,7,509,61,z
in_air,5.2164,2480,286,249,505,3,176,13133,814,34,15,8,314,61,z
in_air,5.2573,2481,180,135,575,1,319,12468,225,40,14,9,720,61,z
in_air,5.2981,2482,296,256,547,1,184,7490,382,45,14,9,534,61,z
in_air,5.3391,2483,429,376,736,1,171,5448,527,46,18,9,422,61,z
in_air,5.3801,2484,542,467,1221,1,225,6604,698,36,14,7,308,61,z
in_air,5.4211,2485,797,686,1600,1,200,11027,1026,65,22,7,307,61,z
in_air,5.4620,2486,842,645,1611,4,191,15564,918,78,23,8,392,61,z
in_air,5.5028,2487,361,316,603,1,167,14797,711,68,21,8,437,61,z
in_air,5.5437,2488,327,296,656,1,200,14353,636,67,18,8,427,61,z
in_air,5.5846,2489,114,91,292,0,256,11053,203,34,15,8,787,61,z
in_air,5.6255,2490,152,129,347,2,228,9771,276,37,14,9,638,61,z
in_air,5.6666,2491,142,123,259,3,182,11291,528,40,18,8,434,122,z
in_air,5.7076,2492,643,591,1024,1,159,11429,1163,47,18,7,261,61,z
in_air,5.7481,2493,104,83,297,3,285,9441,293,50,14,9,668,61,z
in_air,5.7892,2494,699,500,2107,3,301,8369,772,94,30,8,528,122,z
in_air,5.8301,2495,266,184,709,9,266,11650,229,39,17,7,730,61,z
in_air,5.8712,2496,800,699,1560,1,195,14680,1010,40,10,8,244,61,z
in_air,5.9121,2497,779,663,1974,1,253,14364,1103,82,20,9,352,61,z
in_air,5.9526,2498,85,76,176,1,207,12552,212,51,14,9,847,61,z
in_air,5.9937,2499,352,315,614,1,174,12065,517,30,15,8,387,61,z
in_air,6.0346,2500,78,58,265,3,339,11411,143,62,15,8,1061,61,z
in_air,6.0754,2501,24,18,66,20,275,11801,90,37,17,9,1291,61,z
in_air,6.1164,2502,248,232,330,1,133,9915,445,35,14,9,431,61,z
in_air,6.1572,2503,103,87,259,3,251,8756,193,47,15,9,850,61,z
in_air,6.1980,2504,78,67,191,2,244,9593,194,44,15,7,795,61,z
in_air,6.2391,2505,170,140,454,3,267,9128,276,44,14,9,689,61,z
in_air,6.2801,2506,130,110,241,4,185,11484,356,32,18,8,532,61,z
in_air,6.3211,2507,223,202,341,0,152,12460,421,39,16,9,496,61,z
in_air,6.3622,2508,699,540,1687,5,241,12445,1471,148,21,9,327,61,z
in_air,6.4029,2509,364,315,723,1,198,13147,679,45,14,9,329,61,z
in_air,6.4439,2510,580,507,1064,1,183,12200,826,56,15,9,344,61,z
in_air,6.4848,2511,265,228,602,1,227,11190,481,49,11,8,447,61,z
in_air,6.5257,2512,451,383,770,1,170,10779,652,65,15,10,428,61,z
in_air,6.5665,2513,255,218,528,2,207,11627,550,47,17,9,443,61,z
in_air,6.6075,2514,423,379,841,1,198,10572,669,34,14,9,330,61,z
in_air,6.6484,2515,210,183,442,1,210,10212,327,55,13,8,579,61,z
in_air,6.6892,2516,169,156,271,1,160,11147,308,44,17,9,616,61,z
in_air,6.7302,2517,424,385,635,1,149,12086,631,45,15,8,370,61,z
in_air,6.7710,2518,99,85,211,4,213,12613,226,40,13,7,681,61,z
in_air,6.8120,2519,215,172,532,4,247,12547,429,36,14,8,433,61,z
in_air,6.8530,2520,278,250,488,1,175,11714,415,29,16,8,449,61,z
in_air,6.8942,2521,1580,1311,3610,2,228,11880,2894,43,17,8,153,61,z
in_air,6.9346,2522,65,48,230,9,353,10845,150,47,16,7,927,61,z
in_air,6.9756,2523,148,136,221,1,149,9602,264,32,16,7,599,61,z
in_air,7.0169,2524,746,628,1944,2,260,8690,1676,131,30,10,336,61,z
in_air,7.0577,2525,484,408,898,2,185,9860,1012,108,28,10,474,61,z
in_air,7.0985,2526,173,125,537,12,310,12975,559,84,21,8,600,61,z
in_air,7.1393,2527,365,323,696,2,190,14462,936,68,24,6,362,61,z
in_air,7.1802,2528,110,91,257,5,233,14360,335,46,16,9,646,61,z
in_air,7.2214,2529,839,707,1610,2,191,14009,1904,72,22,8,239,61,z
in_air,7.2620,2530,108,96,184,5,170,12486,299,40,15,8,595,61,z
in_air,7.3030,2531,533,473,890,1,166,10930,696,35,15,8,309,61,z
in_air,7.3441,2532,782,589,2219,3,283,9990,1135,50,18,9,371,122,z
in_air,7.3851,2533,634,553,1171,2,184,11494,1589,87,19,10,269,61,z
in_air,7.4257,2534,321,289,628,1,195,10761,555,50,16,8,424,61,z
in_air,7.4666,2535,136,108,357,3,262,12953,245,47,16,8,712,61,z
in_air,7.5076,2536,172,148,374,2,217,15868,463,56,14,8,526,61,z
in_air,7.5486,2537,458,428,702,1,153,14148,1340,88,14,7,355,61,z
in_air,7.5897,2538,575,489,1123,5,195,14237,2032,171,25,8,346,122,z
in_air,7.6304,2539,256,227,465,3,181,13665,716,64,23,9,481,61,z
in_air,7.6712,2540,257,213,572,1,222,12229,871,70,28,9,445,61,z
in_air,7.7121,2541,317,286,504,1,158,10052,631,93,25,8,530,61,z
in_air,7.7531,2542,281,246,557,2,198,10995,595,105,21,7,584,61,z
in_air,7.7944,2543,1130,934,2841,1,251,12363,1829,134,24,9,290,61,z
in_air,7.8350,2544,629,527,1735,1,275,9038,1104,144,26,8,423,61,z
in_air,7.8759,2545,770,596,1803,1,234,1686,1407,64,16,8,264,61,z
in_air,7.9171,2546,1876,1374,4714,3,251,6378,4558,415,73,11,374,61,z
in_air,7.9582,2547,3894,3784,4548,1,116,28219,14180,735,71,28,258,61,z
in_air,7.9989,2548,5258,4579,7983,1,151,24784,6051,40,16,9,122,61,z
in_air,8.0394,2549,312,278,508,1,162,8398,563,45,13,9,387,61,z
in_air,8.0804,2550,343,287,681,3,198,10701,816,46,18,8,332,61,z
in_air,8.1215,2551,770,677,1466,2,190,19560,2476,51,16,8,210,61,z
in_air,8.1624,2552,973,861,1723,1,177,17661,1263,48,14,8,235,61,z
in_air,8.2031,2553,311,271,607,1,195,12459,466,56,18,9,514,61,z
in_air,8.2440,2554,205,186,355,1,173,11143,355,38,16,9,543,61,z
in_air,8.2850,2555,463,402,1033,1,223,14837,694,52,18,8,402,61,z
in_air,8.3259,2556,451,407,721,1,159,15677,705,46,15,8,364,61,z
in_air,8.3667,2557,362,292,752,0,207,12964,393,44,17,8,537,61,z
in_air,8.4077,2558,195,177,335,1,171,12288,524,55,17,9,470,61,z
in_air,8.4486,2559,327,270,767,1,234,13819,439,47,17,8,500,61,z
in_air,8.4895,2560,229,181,605,2,264,16817,542,56,15,8,461,61,z
in_air,8.5307,2561,2172,2075,3164,1,145,14770,5594,49,15,9,151,61,z
in_air,8.5715,2562,252,180,1007,3,399,14426,642,57,14,10,454,61,z
in_air,8.6128,2563,3577,2676,7188,4,200,6733,13585,124,27,7,165,122,z
in_air,8.6535,2564,2509,2145,4449,1,177,17540,2901,89,18,9,193,61,z
in_air,8.6946,2565,1261,1073,2391,3,189,19055,2184,384,70,10,500,61,z
in_air,8.7356,2566,4095,3312,11560,2,282,28439,7246,261,71,13,202,61,z
in_air,8.7765,2567,9050,8039,14962,1,165,-3281,14083,351,84,9,197,61,z
in_air,8.8174,2568,10783,9566,18937,1,175,9357,18281,55,19,9,103,61,z
in_air,8.8580,2569,940,845,1538,1,163,12651,2458,101,28,9,260,61,z
in_air,8.8987,2570,581,532,821,2,141,13388,1204,45,18,8,269,61,z
in_air,8.9396,2571,333,275,745,3,223,14583,622,49,17,11,417,61,z
in_air,8.9805,2572,403,355,797,2,197,10044,878,52,17,9,328,61,z
in_air,9.0217,2573,5441,4904,9601,1,176,8132,7821,316,89,8,212,61,z
in_air,9.0628,2574,7550,6535,13045,1,172,14270,8650,368,84,9,204,61,z
in_air,9.1038,2575,9637,8951,12677,1,131,20190,16969,248,58,9,127,61,z
in_air,9.1447,2576,3756,3413,6546,1,174,14671,6996,325,153,10,275,61,z
in_air,9.1859,2577,11437,10470,17782,1,155,-2899,24413,573,108,9,161,61,z
in_air,9.2266,2578,13740,12384,24994,1,181,6492,22711,303,72,7,128,61,z
in_air,9.2671,2579,1733,1586,2478,1,142,6074,2672,68,11,8,180,61,z
in_air,9.3079,2580,588,522,1123,1,190,10494,1384,66,15,9,317,61,z
in_air,9.3485,2581,297,236,893,1,300,3363,636,45,14,8,415,61,z
in_air,9.3895,2582,139,107,342,3,246,5503,248,38,19,8,787,61,z
in_air,9.4304,2583,569,505,956,1,168,4469,774,35,15,9,319,61,z
in_air,9.4714,2584,155,134,275,1,177,2449,314,33,16,10,657,61,z
in_air,9.5121,2585,101,95,154,0,152,3912,238,36,17,9,733,61,z
in_air,9.5532,2586,482,414,1030,1,213,1972,586,50,16,7,389,61,z
in_air,9.5941,2587,479,402,1031,1,215,4719,537,42,15,10,423,61,z
in_air,9.6349,2588,532,479,869,1,163,2688,808,50,15,9,332,61,z
in_air,9.6758,2589,209,186,341,2,163,1760,638,46,18,9,410,61,z
in_air,9.7167,2590,342,305,568,1,166,-135,664,53,18,9,433,61,z
in_air,9.7576,2591,113,90,353,6,312,-2627,581,98,21,6,603,61,z
in_air,9.7985,2592,94,81,184,2,195,-1851,274,51,17,10,699,61,z
in_air,9.8395,2593,229,195,444,3,193,-2611,774,45,17,8,376,61,z
in_air,9.8806,2594,492,421,846,2,171,-3680,1473,55,14,10,239,61,z
in_air,9.9214,2595,387,333,694,3,179,-2883,888,54,18,9,395,122,z
in_air,9.9623,2596,277,232,527,3,190,-4919,794,51,15,7,383,61,z
in_air,10.0033,2597,628,509,1357,3,216,-1917,1493,58,18,8,271,61,z
in_air,10.0444,2598,991,790,2006,1,202,-1115,1868,127,34,9,383,61,z
in_air,10.0851,2599,905,817,1553,2,171,-3043,1931,44,16,8,203,61,z
in_air,10.1259,2600,269,199,622,1,231,-1511,264,37,15,8,667,61,z
in_air,10.1668,2601,125,112,211,3,168,-1241,201,44,15,7,771,61,z
in_air,10.2080,2602,1318,1170,2638,1,200,5676,2093,54,16,9,187,61,z
in_air,10.2486,2603,468,378,1291,1,275,-281,617,32,14,8,372,61,z
in_air,10.2895,2604,280,241,624,1,222,4430,464,46,14,10,486,61,z
in_air,10.3306,2605,1360,1247,2016,1,148,3907,1975,45,11,9,171,61,z
in_air,10.3715,2606,1178,977,2028,1,172,5329,1280,59,15,8,294,61,z
in_air,10.4121,2607,431,340,837,1,194,8284,519,44,14,9,473,61,z
in_air,10.4531,2608,176,139,405,3,230,6127,226,36,15,10,771,61,z
in_air,10.4939,2609,154,131,331,0,214,6111,219,40,11,8,717,61,z
in_air,10.5349,2610,319,275,628,0,196,5091,407,38,15,8,494,61,z
in_air,10.5758,2611,196,172,345,1,176,2563,278,36,15,7,593,61,z
in_air,10.6166,2612,247,205,469,1,189,2628,289,47,13,6,606,61,z
in_air,10.6575,2613,481,409,801,2,166,1663,568,50,15,7,406,61,z
in_air,10.6986,2614,667,539,1209,2,181,1384,1746,71,15,8,245,61,z
in_air,10.7393,2615,74,64,155,5,209,1493,228,33,15,8,715,61,z
in_air,10.7803,2616,401,363,700,1,174,3349,675,39,18,7,341,61,z
in_air,10.8214,2617,810,727,1291,1,159,3610,1101,55,14,7,252,61,z
in_air,10.8621,2618,409,342,713,3,174,3530,488,43,15,8,431,61,z
in_air,10.9035,2619,2806,2177,6816,1,242,5594,4810,60,17,10,145,61,z
in_air,10.9440,2620,861,733,1998,1,232,5866,955,34,13,9,252,61,z
in_air,10.9848,2621,314,265,636,1,202,4563,726,90,27,9,568,61,z
in_air,11.0261,2622,737,660,1277,1,173,-4274,1880,372,68,11,543,61,z
in_air,11.0666,2623,198,175,383,1,193,-720,403,42,17,9,497,61,z
in_air,11.1079,2624,2824,2249,9038,1,320,7237,2357,33,17,8,158,61,z
in_air,11.1463,2625,0,0,0,0,0,32767,0,0,0,0,0,61,z
in_air,11.1816,2626,3059,2745,6414,1,209,30122,5079,104,34,8,174,61,z
in_air,11.2221,2627,366,295,918,1,250,11153,702,28,15,8,307,61,z
in_air,11.2630,2628,197,170,408,2,207,12132,416,61,17,9,530,61,z
in_air,11.3042,2629,1971,1789,4428,1,224,24424,4144,47,13,8,138,61,z
